price,city,area,district,bedrooms,apartment,bathrooms,furnished,kitchen,floor,air_condition,source
95000,مدينة الرياض,126,حي الوادي,3,شقة,3,No,Yes,1,No,aqar
28000,مدينة الرياض,625,حي الملقا,1,شقة,1,No,Yes,1,Yes,aqar
36000,مدينة جدة,60,حي المروة,1,شقة,1,No,Yes,2,No,aqar
22000,مدينة الرياض,50,حي اليرموك,1,شقة,1,No,Yes,Unknown,No,aqar
85000,مدينة الرياض,131,حي الملقا,3,شقة,1,No,Yes,1,No,aqar
23000,مدينة الرياض,90,حي اليرموك,2,شقة,1,No,Yes,1,Yes,aqar
38000,مدينة جدة,224,حي الفلاح,5,شقة,4,No,Yes,Unknown,No,aqar
34000,مدينة الرياض,40,حي الإزدهار,1,شقة,1,No,Yes,2,No,aqar
2300,مدينة الرياض,323,حي الجنادرية,3,شقة,1,No,Yes,1,No,aqar
3500,مدينة جدة,506,حي الروضة,,شقة,1,No,Yes,3,No,aqar
30000,مدينة الرياض,181,حي العوالي,3,شقة,3,No,Yes,3,No,aqar
110000,مدينة الرياض,80,حي الياسمين,3,شقة,3,Yes,Yes,Unknown,No,aqar
76000,مدينة الرياض,160,حي غرناطة,3,شقة,1,No,Yes,2,No,aqar
2300,مدينة الرياض,100,حي البيان,,شقة,0,No,Yes,Unknown,No,aqar
60000,مدينة الرياض,163,حي المهدية,3,شقة,3,No,Yes,2,Yes,aqar
20000,مدينة الرياض,90,حي المروة,1,شقة,1,No,Yes,2,Yes,aqar
60000,مدينة الرياض,138,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
50000,مدينة الرياض,625,حي العقيق,3,شقة,2,No,Yes,2,Yes,aqar
53000,مدينة الرياض,149,حي الرمال,3,شقة,3,No,Yes,2,Yes,aqar
55000,مدينة الرياض,500,حي النرجس,3,شقة,1,No,Yes,1,Yes,aqar
50000,مدينة الرياض,416,حي العارض,3,شقة,0,No,Yes,Unknown,Yes,aqar
90000,مدينة الرياض,70,حي العقيق,2,شقة,3,No,No,1,No,aqar
1400,مدينة الدمام,40,حي الفردوس,2,شقة,0,No,Yes,Unknown,No,aqar
35000,مدينة جدة,750,حي أبحر الجنوبية,2,شقة,2,No,No,2,No,aqar
38000,مدينة الرياض,150,حي العقيق,2,شقة,0,No,Yes,Unknown,Yes,aqar
4000,مدينة الرياض,180,حي الملك فيصل,1,شقة,1,No,Yes,Unknown,No,aqar
30000,مدينة الرياض,100,حي المونسية,,شقة,0,No,Yes,Unknown,No,aqar
38000,مدينة جدة,750,حي الياقوت,5,شقة,4,No,Yes,1,Yes,aqar
49800,مدينة الرياض,70,حي النرجس,1,شقة,1,Yes,Yes,1,No,aqar
31000,مدينة الرياض,75,حي الياسمين,1,شقة,1,No,Yes,1,Yes,aqar
45000,مدينة الرياض,460,حي العارض,3,شقة,2,No,No,3,Yes,aqar
65000,مدينة الرياض,300,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
26000,مدينة الدمام,745,حي الصفاء,2,شقة,2,No,Yes,3,Yes,aqar
68000,مدينة الرياض,405,حي العارض,2,شقة,2,No,Yes,2,No,aqar
34000,مدينة الرياض,419,حي القادسية,3,شقة,2,No,Yes,2,No,aqar
66000,مدينة الخبر,193,حي قرطبة,,شقة,3,No,Yes,Unknown,No,aqar
70000,مدينة الرياض,83,حي العارض,3,شقة,0,No,Yes,Unknown,Yes,aqar
50000,مدينة الرياض,450,حي النرجس,3,شقة,2,No,Yes,3,Yes,aqar
35000,مدينة الدمام,40000,حي الفيصلية,1,شقة,1,Yes,Yes,1,No,aqar
32400,مدينة الرياض,300,حي الرمال,3,شقة,2,No,Yes,3,Yes,aqar
35000,مدينة جدة,900,حي الشراع,4,شقة,4,No,Yes,1,No,aqar
21000,مدينة جدة,690,حي أم حبلين الغربية,3,شقة,2,No,Yes,5,No,aqar
27600,مدينة الرياض,433,حي ضاحية نمار,1,شقة,2,No,Yes,3,No,aqar
35000,مدينة جدة,199,حي الصفاء,4,شقة,2,No,Yes,1,No,aqar
44000,مدينة الرياض,100,حي الوادي,1,شقة,0,No,Yes,Unknown,No,aqar
90000,مدينة الرياض,125,حي العارض,3,شقة,3,Yes,Yes,1,No,aqar
60000,مدينة الرياض,495,حي النرجس,2,شقة,2,No,Yes,2,Yes,aqar
65000,مدينة الرياض,101,حي النرجس,3,شقة,0,No,Yes,Unknown,Yes,aqar
42000,مدينة الرياض,360,حي الوادي,3,شقة,1,No,Yes,1,Yes,aqar
58000,مدينة الرياض,155,حي العارض,3,شقة,3,No,Yes,1,Yes,aqar
1140000,مدينة الرياض,500,حي النزهة,3,شقة,5,Yes,No,2,No,aqar
55000,مدينة الرياض,870,حي النرجس,3,شقة,2,No,Yes,2,Yes,aqar
60000,مدينة الرياض,163,حي الوادي,3,شقة,2,No,Yes,3,Yes,aqar
65000,مدينة الرياض,712,حي النرجس,3,شقة,3,No,Yes,1,Yes,aqar
135000,مدينة الرياض,134,حي قرطبة,3,شقة,3,Yes,Yes,1,No,aqar
66000,مدينة الرياض,125,حي المونسية,2,شقة,1,No,Yes,1,No,aqar
24000,حي السقيا,200,حي السقيا,7,شقة,5,No,Yes,Unknown,No,aqar
68000,مدينة الرياض,139,حي الرمال,3,شقة,3,No,Yes,1,Yes,aqar
70000,مدينة الرياض,350,حي الصحافة,3,شقة,3,No,Yes,2,No,aqar
40000,مدينة الرياض,375,حي المهدية,3,شقة,2,No,Yes,2,No,aqar
25000,مدينة مكه المكرمه,54,حي وادي جليل,1,شقة,0,No,Yes,Unknown,No,aqar
20000,مدينة بريده,400,حي الضاحي الغربي,3,شقة,3,No,No,2,No,aqar
75000,مدينة الرياض,144,حي قرطبة,3,شقة,4,No,Yes,1,Yes,aqar
26400,مدينة الرياض,90,حي الروابي,2,شقة,1,No,No,Unknown,No,aqar
75000,مدينة الرياض,200,حي النرجس,3,شقة,3,No,Yes,2,No,aqar
30000,مدينة الرياض,360,حي الجنادرية,3,شقة,2,No,Yes,2,No,aqar
30000,مدينة الخبر,60,حي التعاون,,شقة,1,No,Yes,3,Yes,aqar
80000,مدينة الرياض,143,حي العارض,3,شقة,2,No,Yes,3,Yes,aqar
170000,مدينة الرياض,136,حي قرطبة,3,شقة,2,Yes,Yes,2,No,aqar
60000,مدينة الرياض,134,حي العارض,3,شقة,0,No,Yes,Unknown,Yes,aqar
13200,مدينة بريده,500,حي الروضة,2,شقة,1,No,Yes,4,No,aqar
43000,مدينة الخبر,167,حي العليا,2,شقة,3,Yes,Yes,Unknown,No,aqar
36000,مدينة الرياض,175,حي البيان,5,شقة,3,No,Yes,2,No,aqar
90000,مدينة الرياض,114,حي الشهداء,3,شقة,3,No,No,1,No,aqar
65000,مدينة الرياض,495,حي النرجس,3,شقة,2,No,Yes,2,Yes,aqar
20400,مدينة الخبر,500,حي العليا,1,شقة,1,No,Yes,2,Yes,aqar
4500,مدينة الرياض,50,حي العقيق,1,شقة,1,No,No,1,No,aqar
80000,مدينة الرياض,130,حي النرجس,3,شقة,3,No,Yes,1,Yes,aqar
90000,مدينة الرياض,1000,حي حطين,2,شقة,1,Yes,No,2,No,aqar
75000,مدينة الرياض,404,حي العارض,2,شقة,3,No,Yes,2,Yes,aqar
40000,مدينة الرياض,159,حي العارض,3,شقة,3,No,Yes,3,Yes,aqar
35000,مدينة جدة,525,حي الصفاء,5,شقة,0,No,Yes,Unknown,No,aqar
4000,مدينة الرياض,400,حي المونسية,2,شقة,0,No,No,Unknown,No,aqar
40000,مدينة الرياض,50,حي القدس,1,شقة,2,No,Yes,2,Yes,aqar
46000,مدينة جدة,750,حي النسيم,6,شقة,4,No,Yes,3,No,aqar
43000,مدينة الرياض,400,حيى الشريف,2,شقة,2,No,Yes,3,Yes,aqar
50000,مدينة الرياض,1415,حي ظهرة لبن,4,شقة,3,No,No,Unknown,No,aqar
30000,مدينة الرياض,100,حي بنبان,1,شقة,1,No,Yes,Unknown,No,aqar
60000,مدينة الدمام,3000,حي الشعلة,5,شقة,3,No,Yes,4,Yes,aqar
36000,مدينة الرياض,313,حي المهدية,3,شقة,2,No,Yes,2,No,aqar
22000,مدينة جدة,575,حي طيبة,3,شقة,1,No,Yes,2,No,aqar
42000,مدينة الرياض,350,حي المونسية,1,شقة,2,No,Yes,Unknown,Yes,aqar
65000,مدينة الرياض,143,حي العارض,3,شقة,3,No,Yes,1,Yes,aqar
90000,مدينة الرياض,2864,حي النرجس,3,شقة,3,No,Yes,Unknown,Yes,aqar
18000,مدينة مكه المكرمه,150,حي الشامية الجديد,4,شقة,3,No,No,1,No,aqar
42000,مدينة الاحساء,125,حي السنيدية,2,شقة,2,No,Yes,Unknown,No,aqar
40000,مدينة الرياض,143,حي الخليج,3,شقة,1,No,Yes,2,Yes,aqar
80000,مدينة الرياض,167,حي الياسمين,3,شقة,4,No,Yes,2,Yes,aqar
70000,مدينة الرياض,143,حي العارض,3,شقة,3,No,Yes,2,Yes,aqar
60000,مدينة الرياض,135,حي المونسية,5,شقة,4,No,Yes,1,No,aqar
45000,مدينة جدة,202,حي الربوة,6,شقة,4,No,No,2,No,aqar
65000,مدينة الرياض,165,حي العارض,3,شقة,3,No,Yes,2,Yes,aqar
50000,مدينة الرياض,161,حي المونسية,4,شقة,3,No,Yes,1,No,aqar
55000,مدينة الرياض,750,حي الملك فيصل,4,شقة,1,No,Yes,1,Yes,aqar
60000,مدينة الرياض,197,حي القيروان,2,شقة,3,No,Yes,1,Yes,aqar
65000,مدينة الرياض,400,حي الملقا,1,شقة,1,No,Yes,1,No,aqar
105600,مدينة الرياض,70,حي الياسمين,1,شقة,1,Yes,Yes,2,No,aqar
21000,مدينة الرياض,40,حي التعاون,1,شقة,1,No,No,Unknown,Yes,aqar
96000,مدينة الرياض,150,حي الغدير,2,شقة,2,Yes,Yes,1,No,aqar
30000,مدينة الرياض,40,حي الوزارات,1,شقة,1,No,Yes,Unknown,Yes,aqar
42000,مدينة جدة,870,حي المروة,2,شقة,1,No,Yes,2,No,aqar
38000,مدينة جدة,746,حي الرحاب,4,شقة,3,No,Yes,1,Yes,aqar
210000,مدينة الرياض,123,حي الملقا,3,شقة,4,Yes,No,2,Yes,aqar
40000,مدينة الرياض,180,حي العارض,3,شقة,1,No,Yes,Unknown,Yes,aqar
68000,مدينة جدة,630,حي النهضة,3,شقة,2,No,No,2,No,aqar
30000,مدينة جدة,1111,حي أبحر الجنوبية,3,شقة,1,No,Yes,2,Yes,aqar
4500,مدينة الرياض,473,حي العارض,3,شقة,0,No,Yes,Unknown,No,aqar
46000,,140,حي النزهة ,2,شقة,2,No,Yes,6,No,aqar
30000,مدينة جدة,80,حي طيبة,2,شقة,1,No,Yes,2,No,aqar
30000,مدينة جدة,616,حي الوفاء,4,شقة,3,No,Yes,1,No,aqar
90000,مدينة الرياض,154,حي الياسمين,3,شقة,3,No,Yes,Unknown,Yes,aqar
95000,مدينة الرياض,177,حي النخيل,3,شقة,3,No,Yes,2,Yes,aqar
40000,مدينة الرياض,330,حي النرجس,3,شقة,2,No,Yes,3,Yes,aqar
130000,مدينة الرياض,164,حي حطين,3,شقة,3,No,Yes,2,Yes,aqar
120000,مدينة الرياض,149,حي قرطبة,3,شقة,3,Yes,Yes,2,No,aqar
140000,مدينة الرياض,192,حي النرجس,3,شقة,4,Yes,Yes,2,Yes,aqar
84000,مدينة الرياض,58,حي النرجس,1,شقة,1,No,No,1,No,aqar
60000,مدينة الرياض,147,حي القادسية,3,شقة,0,Yes,Yes,Unknown,Yes,aqar
75000,مدينة الرياض,176,حي قرطبة,3,شقة,3,No,Yes,1,Yes,aqar
65000,مدينة الرياض,127,حي الملقا,3,شقة,3,No,Yes,3,No,aqar
105000,مدينة الرياض,129,حي الملقا,3,شقة,0,No,Yes,Unknown,No,aqar
70000,مدينة الرياض,105,حي العارض,3,شقة,3,No,Yes,1,Yes,aqar
80000,مدينة الرياض,400,حي المحمدية,4,شقة,4,No,Yes,2,Yes,aqar
111,مدينة الدوادمى,100,حي الريان,3,شقة,2,No,Yes,2,Yes,aqar
45000,مدينة جدة,170,حي السلامة,5,شقة,3,No,Yes,4,Yes,aqar
5000,مدينة الخبر,100,حي العقربية,2,شقة,1,No,Yes,Unknown,No,aqar
48000,مدينة الرياض,160,حي الملقا,3,شقة,1,No,No,2,No,aqar
95000,مدينة الرياض,125,حي القيروان,3,شقة,3,No,Yes,2,Yes,aqar
24000,مدينة الرياض,348,حي القادسية,1,شقة,1,No,Yes,2,No,aqar
34000,مدينة الدمام,116,حي الشعلة,3,شقة,3,No,Yes,2,No,aqar
27000,مدينة الرياض,70,حي الخليج,1,شقة,1,No,Yes,Unknown,Yes,aqar
39000,مدينة الرياض,188,حي المحمدية,1,شقة,1,Yes,No,1,Yes,aqar
85000,مدينة الرياض,119,حي الملقا,4,شقة,0,No,Yes,Unknown,Yes,aqar
30000,مدينة الرياض,1320,حي اليرموك,1,شقة,1,No,Yes,2,Yes,aqar
26000,مدينة الرياض,90,حي الياسمين,1,شقة,1,No,Yes,3,Yes,aqar
65000,مدينة الرياض,8961,حي النرجس,3,شقة,4,No,Yes,2,No,aqar
55000,مدينة الرياض,154,حي العارض,3,شقة,3,No,Yes,2,Yes,aqar
65000,مدينة الخبر,148,حي البحر,5,شقة,3,No,No,5,No,aqar
80000,مدينة الرياض,187,حي العارض,4,شقة,4,No,Yes,2,No,aqar
36000,مدينة جدة,92,حي المنار,4,شقة,0,Yes,No,Unknown,No,aqar
45000,مدينة الرياض,443,حي العارض,3,شقة,2,No,Yes,3,Yes,aqar
50000,مدينة جدة,232,حي الصواري,5,شقة,4,No,Yes,3,No,aqar
75000,مدينة الرياض,131,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
42000,مدينة جدة,88,حي الصفاء,2,شقة,1,Yes,Yes,Unknown,Yes,aqar
27600,مدينة الرياض,86,حي الجنادرية,3,شقة,2,No,Yes,2,No,aqar
101,مدينة جدة,170,حي المروة,4,شقة,3,No,No,2,No,aqar
75000,مدينة الرياض,103,حي قرطبة,3,شقة,3,No,Yes,1,Yes,aqar
33000,مدينة الرياض,70,حي الحمراء,1,شقة,1,No,Yes,2,Yes,aqar
38000,مدينة الرياض,75,حي التعاون,1,شقة,1,No,Yes,1,Yes,aqar
3100,مدينة الرياض,190,حي طويق,3,شقة,2,No,Yes,3,Yes,aqar
60000,مدينة الرياض,160,حي القيروان,4,شقة,3,No,Yes,2,No,aqar
60000,مدينة الرياض,460,حي النرجس,4,شقة,2,No,Yes,2,Yes,aqar
50000,مدينة الرياض,700,حي القيروان,3,شقة,3,No,Yes,3,No,aqar
120000,مدينة الرياض,100,حي حطين,3,شقة,3,Yes,Yes,Unknown,No,aqar
35000,مدينة جدة,186,حي الصواري,5,شقة,5,No,No,2,No,aqar
65000,حي الريان,100,حي الريان,1,شقة,3,No,Yes,3,No,aqar
35000,مدينة الرياض,144,حي المونسية,4,شقة,2,No,Yes,2,No,aqar
50000,مدينة الرياض,510,حي العارض,2,شقة,3,No,Yes,Unknown,Yes,aqar
25000,مدينة جدة,500,حي الياقوت,3,شقة,0,No,Yes,Unknown,Yes,aqar
33000,مدينة الرياض,360,حي الجنادرية,3,شقة,2,No,Yes,2,No,aqar
40000,مدينة الدمام,200,حي الشعلة,5,شقة,0,No,Yes,Unknown,No,aqar
45000,مدينة الرياض,388,حي العارض,4,شقة,2,No,Yes,3,Yes,aqar
90000,مدينة الرياض,171,حي مغرزات,4,شقة,4,No,Yes,2,Yes,aqar
55000,مدينة الرياض,1050,حي النرجس,3,شقة,2,No,Yes,1,Yes,aqar
384000,مدينة الرياض,305,حي الرمال,3,شقة,2,No,Yes,2,No,aqar
150000,مدينة الرياض,84,حي النرجس,3,شقة,3,Yes,Yes,3,No,aqar
26000,مدينة الدمام,546,حي الصفاء,2,شقة,1,No,Yes,2,Yes,aqar
66000,مدينة جدة,200,حي الفيحاء,2,شقة,1,Yes,Yes,Unknown,No,aqar
60000,مدينة الرياض,123,حي النرجس,3,شقة,3,No,Yes,3,Yes,aqar
45000,مدينة الرياض,145,حي القيروان,3,شقة,2,No,Yes,2,Yes,aqar
24000,مدينة ابها,218,حي الياقوت,2,شقة,3,No,Yes,1,No,aqar
30000,مدينة الرياض,123,حي ظهرة لبن,2,شقة,2,No,Yes,3,No,aqar
95000,مدينة الرياض,93,حي الملقا,2,شقة,2,No,Yes,Unknown,Yes,aqar
100000,مدينة جدة,201,حي الفيحاء,3,شقة,4,No,Yes,Unknown,No,aqar
60000,مدينة الرياض,600,حي غرناطة,4,شقة,3,No,Yes,1,Yes,aqar
110000,مدينة الرياض,27691,حي الملقا,3,شقة,3,No,No,Unknown,No,aqar
115000,مدينة الرياض,125,حي حطين,3,شقة,3,No,Yes,1,Yes,aqar
192000,مدينة الرياض,130,حي العليا,2,شقة,3,No,No,3,No,aqar
24000,مدينة الباحة,160,حي الورود,4,شقة,3,No,Yes,3,Yes,aqar
25000,مدينة الدمام,482,حي ضاحية الملك فهد,3,شقة,3,No,Yes,1,No,aqar
21000,مدينة جدة,546,حي البوادي,2,شقة,0,No,Yes,Unknown,No,aqar
54000,مدينة جدة,200,حي العزيزية,5,شقة,4,No,No,4,No,aqar
30000,مدينة الرياض,440,حي عكاظ,3,شقة,2,No,Yes,2,Yes,aqar
35000,مدينة الرياض,700,حي نمار,3,شقة,2,Yes,Yes,1,Yes,aqar
25000,مدينة الرياض,124,حي النسيم الشرقي,3,شقة,1,No,Yes,1,No,aqar
2335,مدينة ابها,375,حي العقيق,5,شقة,3,No,Yes,1,No,aqar
90000,مدينة الرياض,137,حي الإزدهار,4,شقة,3,No,Yes,1,Yes,aqar
75000,مدينة الرياض,133,حي العارض,4,شقة,3,No,Yes,Unknown,No,aqar
96000,مدينة الرياض,687,حي المونسية,4,شقة,3,Yes,Yes,2,No,aqar
110000,مدينة الرياض,119,حي الملقا,3,شقة,2,Yes,Yes,3,Yes,aqar
85000,مدينة الرياض,750,حي عرقة,2,شقة,0,No,No,Unknown,No,aqar
29000,مدينة الرياض,124,حي الملقا,3,شقة,1,No,Yes,2,Yes,aqar
32000,مدينة الرياض,300,حي القادسية,4,شقة,1,No,No,Unknown,No,aqar
25000,مدينة مكه المكرمه,170,حي الحمراء,5,شقة,3,No,Yes,4,Yes,aqar
110000,مدينة الرياض,138,حي الملك سلمان,4,شقة,3,No,Yes,2,No,aqar
30000,مدينة الرياض,200,حي طويق,4,شقة,2,No,Yes,2,No,aqar
36000,مدينة الدمام,138,حي الجامعة,3,شقة,3,No,No,1,No,aqar
23000,مدينة الرياض,150,حي الخليج,1,شقة,1,No,Yes,Unknown,No,aqar
75000,مدينة الرياض,435,حي حطين,3,شقة,3,No,No,2,No,aqar
38400,مدينة الرياض,496,حي الرمال,3,شقة,2,No,Yes,2,No,aqar
23000,مدينة الرياض,720,حي النهضة,1,شقة,1,No,Yes,2,Yes,aqar
95000,مدينة الرياض,150,حي القيروان,3,شقة,3,No,Yes,2,No,aqar
62000,مدينة الرياض,85,حي العارض,3,شقة,4,No,No,Unknown,No,aqar
3500,مدينة الرياض,400,حي طويق,3,شقة,2,No,Yes,2,No,aqar
97000,مدينة الخبر,208,حي العليا,3,شقة,3,No,Yes,Unknown,No,aqar
720000,مدينة الرياض,340,حي الرمال,2,شقة,2,No,Yes,3,Yes,aqar
66000,مدينة الرياض,90,حي السليمانية,1,شقة,1,No,Yes,Unknown,No,aqar
75000,مدينة الرياض,128,حي الياسمين,3,شقة,2,No,Yes,2,Yes,aqar
34000,مدينة الرياض,50,حي العقيق,1,شقة,0,No,No,Unknown,No,aqar
3600,مدينة الرياض,55,حي المونسية,1,شقة,0,No,Yes,Unknown,No,aqar
60000,مدينة الرياض,450,حي الملقا,3,شقة,2,No,Yes,3,Yes,aqar
22000,مدينة الرياض,40,حي الخليج,1,شقة,1,No,Yes,Unknown,No,aqar
3800,مدينة الرياض,400,حي القيروان,1,شقة,1,No,Yes,1,No,aqar
28000,مدينة الخبر,150,حي العليا,3,شقة,3,No,Yes,1,No,aqar
90000,مدينة الرياض,131,حي الملقا,3,شقة,3,No,Yes,1,No,aqar
23000,مدينة الرياض,261,حي الأندلس,1,شقة,1,No,Yes,2,Yes,aqar
35000,مدينة الرياض,70,حي الفلاح,1,شقة,0,No,Yes,Unknown,Yes,aqar
18000,مدينة الدمام,600,حي طيبة,2,شقة,1,No,No,1,No,aqar
80000,مدينة الرياض,135,حي النرجس,3,شقة,0,No,Yes,Unknown,Yes,aqar
27600,مدينة الرياض,60,حي مغرزات,1,شقة,1,No,Yes,3,Yes,aqar
40000,مدينة الرياض,100,حي الرمال,,شقة,0,No,Yes,Unknown,No,aqar
80000,مدينة الرياض,130,حي الياسمين,3,شقة,3,No,Yes,2,Yes,aqar
26000,مدينة جدة,625,حي الربوة,3,شقة,0,No,Yes,Unknown,No,aqar
18000,مدينة امارة منطقة مكة المكرمة - الطائف,150,حي عودة,3,شقة,2,No,No,1,No,aqar
40000,مدينة الرياض,150,حي الخليج,3,شقة,2,No,No,3,Yes,aqar
40800,مدينة جدة,968,حي المروة,2,شقة,2,No,Yes,3,No,aqar
60000,مدينة الرياض,211,حي العوالي,6,شقة,3,No,No,2,No,aqar
40000,مدينة الرياض,140,حي إشبيلية,3,شقة,2,No,Yes,3,Yes,aqar
